at,score,content,content_bersih,label_sentimen,content_final
2023-10-31 13:49:50,1,"Bintang 1 dlu, aplikasi sering bikin kesel jika lg d butuhin, karna sering loading lama, padahal jaringan data stabil, tingkatkan lg, coba si segera d perbaiki, spertinya makin k sini makin lemot aja, kesel klo lg butuh buru2 tp lemotnya gak ketulungan,",bintang dlu aplikasi sering bikin kesel jika lg d butuhin karna sering loading lama padahal jaringan data stabil tingkatkan lg coba si segera d perbaiki spertinya makin k sini makin lemot aja kesel klo lg butuh buru tp lemotnya gak ketulungan,Negatif,bintang dlu bikin kesel lg d butuhin karna loading jaring data stabil tingkat lg coba si d baik spertinya k lot aja kesel klo lg butuh buru tp lot gak ketulungan
2023-10-31 00:41:02,5,Kalo saya lupa password gimana min,kalo saya lupa password gimana min,Positif,kalo lupa password gimana min
2023-10-29 20:24:52,1,"aplikasi bangke, liveness gagal terus",aplikasi bangke liveness gagal terus,Negatif,bangke liveness gagal
2023-10-29 19:04:06,1,Lelet siapa sih it nya,lelet siapa sih it nya,Negatif,lelet sih it
2023-10-29 14:34:05,1,"Sebenernya niat g sih buat M Banking, bukanya makin praktis malah makin pusing nungguin g connect2 . Butuh jaringan macam apa sih untuk buka M banking DKI, Sementara Bank Lain baik-baik saja kok jaringannya!",sebenernya niat g sih buat m banking bukanya makin praktis malah makin pusing nungguin g connect butuh jaringan macam apa sih untuk buka m banking dki sementara bank lain baik baik saja kok jaringannya,Negatif,sebenernya niat g sih m banking buka praktis pusing nungguin g connect butuh jaring sih buka m banking jaring
2023-10-28 11:23:00,2,"mau daftar susah banget, swafotonya lama banget. sekalinya berhasil, gagal terus",mau daftar susah banget swafotonya lama banget sekalinya berhasil gagal terus,Negatif,daftar susah banget swafotonya banget sekali hasil gagal
2023-10-28 11:15:26,1,"Disuruh kirim sms trs masukan data KTP, pas klik selanjutnya kok ga bisa? Ada tulisan data sudah ada tapi ttp ga bisa masuk tuh gmn? Masa di refresh balik ke awal yg harus kirim sms, rugi pulsa dong gimana sih. Mau di pake tapi mempersulit",disuruh kirim sms trs masukan data ktp pas klik selanjutnya kok ga bisa ada tulisan data sudah ada tapi ttp ga bisa masuk tuh gmn masa di refresh balik ke awal yg harus kirim sms rugi pulsa dong gimana sih mau di pake tapi mempersulit,Negatif,suruh kirim sms trs masuk data ktp pas klik ga tulis data ttp ga masuk tuh gmn refresh yg kirim sms rugi pulsa gimana sih pake sulit
2023-10-28 10:01:56,1,Tidak bisa login,tidak bisa login,Negatif,login
2023-10-27 21:42:38,2,Jakone yg Baru Tambah lemot . Login nya lama bngt parah abis,jakone yg baru tambah lemot login nya lama bngt parah abis,Negatif,yg lot login bngt parah abis
2023-10-27 14:18:02,1,Apa2an ini aplikasi bodoh masa otp gak kekirim2 gak bayar ya kalian? Gak bayar uang otp? Ud berbulan saya coba gak bisa-bisa,apaan ini aplikasi bodoh masa otp gak kekirim gak bayar ya kalian gak bayar uang otp ud berbulan saya coba gak bisa bisa,Negatif,bodoh otp gak kirim gak bayar ya gak bayar uang otp ud bulan coba gak
2023-10-27 12:17:13,1,"Sipaling lemot ini aplikasi. Loading kaga rapih², ujung ujungnya suruh priksa jaringan internet. Ngaco banget ini aplikasi. Parah banget parah, sipaling parah ini aplikasi. Dari bare 30 % ampe mati nih hp kehabisan batre masih loding aja.",sipaling lemot ini aplikasi loading kaga rapih² ujung ujungnya suruh priksa jaringan internet ngaco banget ini aplikasi parah banget parah sipaling parah ini aplikasi dari bare ampe mati nih hp kehabisan batre masih loding aja,Negatif,sipaling lot loading kaga rapih ujung ujung suruh priksa jaring internet ngaco banget parah banget parah sipaling parah bare ampe mati nih hp habis batre loding aja
2023-10-27 04:00:56,3,Tolong di upgrade dan fix bug. Karena susah buat verifikasi KTP.,tolong di upgrade dan fix bug karena susah buat verifikasi ktp,Negatif,tolong upgrade fix bug susah verifikasi ktp
2023-10-26 16:20:43,3,tambahin shopee pay dong di fitur e-wallet,tambahin shopee pay dong di fitur e wallet,Negatif,tambahin shopee pay fitur e wallet
2023-10-26 10:21:23,1,"Cs nya slow respon, aplikasi nya lemot padahal jaringan bagus giliran minta kode OTP lebih lemot alasan antrian gimana niih jadi males gajian lewat bank dki",cs nya slow respon aplikasi nya lemot padahal jaringan bagus giliran minta kode otp lebih lemot alasan antrian gimana niih jadi males gajian lewat bank dki,Negatif,cs slow respon lot jaring bagus gilir kode otp lot alas antri gimana niih males gaji
2023-10-25 17:34:07,1,"Apk cacat ,udah bnyk yg komplain masih aj ga ada perbaikan , loading ga kelar"" pdhl jaringan kenceng , ga niat ky nya bikin apk",apk cacat udah bnyk yg komplain masih aj ga ada perbaikan loading ga kelar pdhl jaringan kenceng ga niat ky nya bikin apk,Negatif,apk cacat udah bnyk yg komplain aj ga baik loading ga kelar pdhl jaring kenceng ga niat ky bikin apk
2023-10-25 14:37:03,1,"Bener2 aplikasi ga jelas.. Sampah banget., punya pemerintah tapi jelek banget.. Tinggal verifikasi data saja ga bisa2 tinggal swafoto.. Tolong di perbaiki.. Aplikasinya sangat jelek.. Udah coba puluhan kali ga bisa2.. Udah sesuai KTP tapi verifikasi wajah puluhan kali ga bisa2.. Ini apalkasi apaan sih?? Ga jelas",bener aplikasi ga jelas sampah banget punya pemerintah tapi jelek banget tinggal verifikasi data saja ga bisa tinggal swafoto tolong di perbaiki aplikasinya sangat jelek udah coba puluhan kali ga bisa udah sesuai ktp tapi verifikasi wajah puluhan kali ga bisa ini apalkasi apaan sih ga jelas,Negatif,bener ga sampah banget perintah jelek banget tinggal verifikasi data ga tinggal swafoto tolong baik aplikasi jelek udah coba puluh kali ga udah sesuai ktp verifikasi wajah puluh kali ga apalkasi sih ga
2023-10-25 14:05:17,1,Bank DKI maling!!! Suka nyedot saldo ga jelas,bank dki maling suka nyedot saldo ga jelas,Negatif,maling suka nyedot saldo ga
2023-10-25 12:27:53,1,aplikasi ini lama lama bikin gedek loading muternyaa setrngah abad hadeh,aplikasi ini lama lama bikin gedek loading muternyaa setrngah abad hadeh,Negatif,bikin gedek loading muternyaa setrngah abad hadeh
2023-10-25 11:25:35,1,Sangat buruk .. Tolong di perbaiki woy sistemnya .. sudah berkali-kali tetap menyalahkan jaringan,sangat buruk tolong di perbaiki woy sistemnya sudah berkali kali tetap menyalahkan jaringan,Negatif,buruk tolong baik woy sistem kali kali salah jaring
2023-10-25 08:55:02,1,Aplikasi lemot,aplikasi lemot,Negatif,lot
2023-10-23 15:37:49,5,Ngak repot d cuma d tangan bs semua.yg penting ada isi nya saldo,ngak repot d cuma d tangan bs semua yg penting ada isi nya saldo,Positif,ngak repot d d tangan bs yg isi saldo
2023-10-23 14:33:36,1,"gajls anjir apk nya gua udh kesedot pulsa lebih dari dua kali tapi ga bisa""masuk juga apk gajls",gajls anjir apk nya gua udh kesedot pulsa lebih dari dua kali tapi ga bisa masuk juga apk gajls,Negatif,gajls anjir apk gua udh sedot pulsa kali ga masuk apk gajls
2023-10-23 11:12:32,5,Bgusss,bgusss,Positif,bgusss
2023-10-22 12:07:38,5,sangat membantu apabila mau membayar tidak bawa uang tunai dapat menggunakan QRIS,sangat membantu apabila mau membayar tidak bawa uang tunai dapat menggunakan qris,Positif,bantu bayar bawa uang tunai qris
2023-10-22 10:46:01,5,Jakone mobile thebest banget dah,jakone mobile thebest banget dah,Positif,thebest banget dah
2023-10-22 10:44:58,5,"Saya bersaksi di tengah2 tribun bahwa JAKONE is the Best ,,,,,,, oke bangettttt pokoknya",saya bersaksi di tengah tribun bahwa jakone is the best oke bangettttt pokoknya,Positif,saksi tribun is the best oke bangettttt pokok
2023-10-21 17:39:33,3,"Loading ga kelar kelar, dibenerin kek, update yg baru malah ga guna nih aplikasi loading terus",loading ga kelar kelar dibenerin kek update yg baru malah ga guna nih aplikasi loading terus,Negatif,loading ga kelar kelar dibenerin kek update yg ga nih loading
2023-10-21 15:44:02,1,"Aplikasi sampah. Mau login aj susahnya minta ampun. Udh ky aplikasi yg canggih aj sampe susah di akses 🤣. Pembuat aplikasi ini mendingan belajar lg sm pembuat aplikasi bank2 swasta, yg cepet & gk susah akses aplikasinyanya. Ini mah bener2 memalukan 👎",aplikasi sampah mau login aj susahnya minta ampun udh ky aplikasi yg canggih aj sampe susah di akses pembuat aplikasi ini mendingan belajar lg sm pembuat aplikasi bank swasta yg cepet gk susah akses aplikasinyanya ini mah bener memalukan,Negatif,sampah login aj susah ampun udh ky yg canggih aj sampe susah akses buat mending ajar lg sm buat swasta yg cepet gk susah akses aplikasinyanya mah bener malu
2023-10-21 15:41:14,1,"Ngga bisa verifikasi data... Sudah menghubungi cs, tetap tidak ada solusi....",ngga bisa verifikasi data sudah menghubungi cs tetap tidak ada solusi,Negatif,ngga verifikasi data hubung cs solusi
2023-10-20 22:09:02,1,Maaf rating 1 krn memang menyebalkan sekali. Aplikasi selalu loading. Dan ini gk cuma sekali tp berkali2.. Ini aplikasi gk bisa buat butuh butuh. Klo lg butuh buat bayar atau transfer gk bisa dibuka apknya. Jd males naro duit di rek dki. Mohon perbaikannya. Krn sebenarnya apk nya bagus fitur lengkao hanya sj loading terus alias tdk bisa dibuka,maaf rating krn memang menyebalkan sekali aplikasi selalu loading dan ini gk cuma sekali tp berkali ini aplikasi gk bisa buat butuh butuh klo lg butuh buat bayar atau transfer gk bisa dibuka apknya jd males naro duit di rek dki mohon perbaikannya krn sebenarnya apk nya bagus fitur lengkao hanya sj loading terus alias tdk bisa dibuka,Negatif,maaf rating krn sebal loading gk tp kali gk butuh butuh klo lg butuh bayar transfer gk buka apknya jd males naro duit rek mohon baik krn apk bagus fitur lengkao sj loading alias tdk buka
2023-10-20 18:04:59,1,"OTP TIDAK MASUK"" SUDAH GANTI NOMER TELP TETAP TIDAK MASUK""",otp tidak masuk sudah ganti nomer telp tetap tidak masuk,Negatif,otp masuk ganti nomer telp masuk
2023-10-20 16:45:02,5,"Karena saya sudah berhasil aktivasi jadi saya kasih bintang 5, terimakasih.",karena saya sudah berhasil aktivasi jadi saya kasih bintang terimakasih,Positif,hasil aktivasi kasih bintang terimakasih
2023-10-20 07:16:30,1,Tolong systemnya di perbaiki.... Sering banget errorrrrr...... orng mau beli TOKEN listrik aj ....Susahnya minta ampunnnnn.....tolong di perbaiki dong system'/BUG:nya 🙏🙏🙏,tolong systemnya di perbaiki sering banget errorrrrr orng mau beli token listrik aj susahnya minta ampunnnnn tolong di perbaiki dong system bug nya,Negatif,tolong systemnya baik banget errorrrrr orng beli token listrik aj susah ampunnnnn tolong baik system bug
2023-10-19 22:34:10,1,User id tiba-tiba terkunci server loadingnya lemot merugikan sekali bahaya pake aplikasi ini,user id tiba tiba terkunci server loadingnya lemot merugikan sekali bahaya pake aplikasi ini,Negatif,user id kunci server loadingnya lot rugi bahaya pake
2023-10-19 20:26:28,5,Berharao bisa lebih baik lagi utk akses nya apa masalah jaringan internet bisa lebih fast respon karena semua ASN pasti menggunakan Jakone,berharao bisa lebih baik lagi utk akses nya apa masalah jaringan internet bisa lebih fast respon karena semua asn pasti menggunakan jakone,Positif,berharao utk akses jaring internet fast respon asn
2023-10-19 19:07:45,1,Kaya orang tolol ini aplikasi di Bandingkan mbangking bank lain lemot banget bukanya .. gimana si buat emosi terus,kaya orang tolol ini aplikasi di bandingkan mbangking bank lain lemot banget bukanya gimana si buat emosi terus,Negatif,kaya orang tolol banding mbangking lot banget buka gimana si emosi
2023-10-19 18:54:45,1,Sering eror...kalo aplikasi sering eror mending gk usah buat aplikasi ini,sering eror kalo aplikasi sering eror mending gk usah buat aplikasi ini,Negatif,eror kalo eror mending gk
2023-10-19 10:35:16,1,"Ini aplikasi gak jelas. Jaringan ada, kuota ada, tapi selalu disuruh periksa koneksi. Tolong lah bener bener diperbaiki jangan sekedar bales ulasan yang lain dengan ""nanti diperbaiki"". Jangan mempersulit",ini aplikasi gak jelas jaringan ada kuota ada tapi selalu disuruh periksa koneksi tolong lah bener bener diperbaiki jangan sekedar bales ulasan yang lain dengan nanti diperbaiki jangan mempersulit,Negatif,gak jaring kuota suruh periksa koneksi tolong bener bener baik dar bales ulas baik sulit
2023-10-19 08:45:44,3,Otp bermasalah ga dpt kodenya,otp bermasalah ga dpt kodenya,Negatif,otp masalah ga dpt kode
2023-10-18 20:34:23,1,Udh beberapa x di update... Tapi kwalitas masih lebih bagus versi sebelumnya.. saat ini aplikasi hanya bisa di akses dengan wifi.. baru cepet... Tapi kalau pake data... Hmmmm... Bikin keseeeeel....,udh beberapa x di update tapi kwalitas masih lebih bagus versi sebelumnya saat ini aplikasi hanya bisa di akses dengan wifi baru cepet tapi kalau pake data hmmmm bikin keseeeeel,Negatif,udh x update kwalitas bagus versi akses wifi cepet pake data hmmmm bikin keseeeeel
2023-10-18 15:51:14,1,"Saldo udah kepotong pulsa kaga masuk masuk, nomer padahal jelas banget bener parahhh",saldo udah kepotong pulsa kaga masuk masuk nomer padahal jelas banget bener parahhh,Negatif,saldo udah potong pulsa kaga masuk masuk nomer banget bener parahhh
2023-10-18 11:43:45,5,Sangat mudah dan friendly bangett.....tankyu bank DKI,sangat mudah dan friendly bangett tankyu bank dki,Positif,mudah friendly bangett tankyu
2023-10-18 11:43:21,5,Aplikasinya bagus banget,aplikasinya bagus banget,Positif,aplikasi bagus banget
2023-10-17 20:44:34,1,Tdak muncul kode verivikasi,tdak muncul kode verivikasi,Negatif,tdak muncul kode verivikasi
2023-10-17 12:46:29,1,"Gk jelas pke sales iming iming dapat bansos 2,5 sampai 4 jt",gk jelas pke sales iming iming dapat bansos sampai jt,Negatif,gk pke sales iming iming bansos jt
2023-10-17 11:13:04,2,Ini sy vek saldo jakcard gk bisa2.,ini sy vek saldo jakcard gk bisa,Negatif,sy vek saldo jakcard gk
2023-10-15 12:30:57,1,"Baru,mau daftar sistem eror.berkali² di coba eror terus.mana setiap kali reg harus pake OTP.lima kali OTP gagal.habis pulsa buat SMS OTP doang. Bisa masuk enggak.",baru mau daftar sistem eror berkali² di coba eror terus mana setiap kali reg harus pake otp lima kali otp gagal habis pulsa buat sms otp doang bisa masuk enggak,Negatif,daftar sistem eror kali coba eror kali reg pake otp kali otp gagal habis pulsa sms otp doang masuk
2023-10-14 17:45:10,1,"Pake rekening DKI kadang.... Saldo bisa berkurang sendiri, kenapa ya? Cek dimutasi ada pembayaran tagihan yg mencurigakan, sepertinya pegawainya ada yg nakal.",pake rekening dki kadang saldo bisa berkurang sendiri kenapa ya cek dimutasi ada pembayaran tagihan yg mencurigakan sepertinya pegawainya ada yg nakal,Negatif,pake rekening kadang saldo kurang ya cek mutasi bayar tagih yg curiga pegawai yg nakal
2023-10-13 21:25:26,1,"Harus banyak sabar, lemot banget emang gak ada karyawan nya udah benerin",harus banyak sabar lemot banget emang gak ada karyawan nya udah benerin,Negatif,sabar lot banget emang gak karyawan udah benerin
2023-10-13 14:41:38,1,"Slow respon bgt, ada transfer masuk, saldo tidak terupdate",slow respon bgt ada transfer masuk saldo tidak terupdate,Negatif,slow respon bgt transfer masuk saldo terupdate
2023-10-12 21:00:49,1,"Parah mke wifi lemot,mke kuota lemot,udh gitu kode otpnya ghak di kirim"",,,males sbnrnya downlod ini krna perlu aja,",parah mke wifi lemot mke kuota lemot udh gitu kode otpnya ghak di kirim males sbnrnya downlod ini krna perlu aja,Negatif,parah mke wifi lot mke kuota lot udh gitu kode otpnya ghak kirim males sbnrnya downlod krna aja
2023-10-12 18:22:12,5,bagusss banget,bagusss banget,Positif,bagusss banget
2023-10-12 13:16:02,2,"Padahal jaringan bagus, kenapa gagal terus",padahal jaringan bagus kenapa gagal terus,Negatif,jaring bagus gagal
2023-10-12 11:58:18,1,"Data Mutasi rekening tdk bisa di lihat, tolong di perbaiki.",data mutasi rekening tdk bisa di lihat tolong di perbaiki,Negatif,data mutasi rekening tdk lihat tolong baik
2023-10-11 23:46:37,1,Aneh ko lemot kaya aplikasi kentang g bisa masuk katanya ke kunci misua kirim dana ke Jak0ne tp g bisa masuk memalukan,aneh ko lemot kaya aplikasi kentang g bisa masuk katanya ke kunci misua kirim dana ke jakne tp g bisa masuk memalukan,Negatif,aneh ko lot kaya kentang g masuk kunci misua kirim dana jakne tp g masuk malu
2023-10-11 21:54:07,1,"Cacat, saya sudah punya atm dki tapi pas coba ditautkan ke jakone malah diarahkan ke pembuatan rek baru.. Di aplikasi ga ada piliham tambahkan rekening..adanya tambah rekening baru...wkwkwk gjlas",cacat saya sudah punya atm dki tapi pas coba ditautkan ke jakone malah diarahkan ke pembuatan rek baru di aplikasi ga ada piliham tambahkan rekening adanya tambah rekening baru wkwkwk gjlas,Negatif,cacat atm pas coba taut arah buat rek ga piliham tambah rekening rekening wkwkwk gjlas
2023-10-11 21:21:46,3,Kok gak bisa dibuka lagi ya,kok gak bisa dibuka lagi ya,Negatif,gak buka ya
2023-10-11 21:02:28,1,Apk g bener ini.. Untuk masuk login aja g bisa padahal id sama pasword nya udh bener tapi malah user di kunci 🤌,apk g bener ini untuk masuk login aja g bisa padahal id sama pasword nya udh bener tapi malah user di kunci,Negatif,apk g bener masuk login aja g id pasword udh bener user kunci
2023-10-11 20:44:16,5,Gg cung,gg cung,Positif,gg cung
2023-10-11 20:42:35,5,GG CIM,gg cim,Positif,gg cim
2023-10-11 20:26:23,2,Mohon diperbaiki kualitas jakone mobile sangat susah dibuka dan lemot. Tidak seperti mobile banking lainnya yg mudah diakses,mohon diperbaiki kualitas jakone mobile sangat susah dibuka dan lemot tidak seperti mobile banking lainnya yg mudah diakses,Negatif,mohon baik kualitas susah buka lot banking yg mudah akses
2023-10-11 14:47:07,2,Notifikasi sms gak di kirim2,notifikasi sms gak di kirim,Negatif,notifikasi sms gak kirim
2023-10-11 08:13:45,1,Maksutnya bank ini gimana to😭. Kok bisa bisanya gk dibuka,maksutnya bank ini gimana to kok bisa bisanya gk dibuka,Negatif,maksutnya gimana to bisa gk buka
2023-10-11 08:10:32,4,Suka error,suka error,Positif,suka error
2023-10-11 07:49:10,2,"Kenapa yah sering banget maintance pagi pagi jakone mobile jadi susah transaksi nontunai, udah gitu lama banget maintance nya tolong ditingkatkan lagi lah gitu pelayanan jakone mobile nya di jam jam hari kerja jangan maintance atau offline",kenapa yah sering banget maintance pagi pagi jakone mobile jadi susah transaksi nontunai udah gitu lama banget maintance nya tolong ditingkatkan lagi lah gitu pelayanan jakone mobile nya di jam jam hari kerja jangan maintance atau offline,Negatif,yah banget maintance pagi pagi susah transaksi nontunai udah gitu banget maintance tolong tingkat gitu layan jam jam kerja maintance offline
2023-10-11 06:55:05,1,"Mau buka mbanking aja susah banget, server offline lah, alesan koneksi lah, benerin dulu nih sistemnya",mau buka mbanking aja susah banget server offline lah alesan koneksi lah benerin dulu nih sistemnya,Negatif,buka mbanking aja susah banget server offline alesan koneksi benerin nih sistem
2023-10-11 06:23:42,1,Hadeuh apk makin kesini jadi makin kesan,hadeuh apk makin kesini jadi makin kesan,Negatif,hadeuh apk kesini kesan
2023-10-11 04:33:26,2,"mohon maaf kenapa ya jakone mobile tidak bisa masuk, pas akan masuk ke jakone mobile ada tulisan ""Service Sedang Offline/Tidak dapat dijangkau"" kira2 kenapa ya kak 🙏",mohon maaf kenapa ya jakone mobile tidak bisa masuk pas akan masuk ke jakone mobile ada tulisan service sedang offline tidak dapat dijangkau kira kenapa ya kak,Negatif,mohon maaf ya masuk pas masuk tulis service offline jangkau ya kak
2023-10-10 19:59:43,1,"Pulsa sampai habis buat registrasi sampai telp call center tp gagal terus pas buat password di jakone mobile. tlp cs ga guna, kekantor cabang apalagi tambah ga guna ga ada solusi, padahal cuma pengen registrasi mbanking jakone mobile doang. Emang begitu ya aplikasi buatan pemerintah ga pernah ada yg bener?",pulsa sampai habis buat registrasi sampai telp call center tp gagal terus pas buat password di jakone mobile tlp cs ga guna kekantor cabang apalagi tambah ga guna ga ada solusi padahal cuma pengen registrasi mbanking jakone mobile doang emang begitu ya aplikasi buatan pemerintah ga pernah ada yg bener,Negatif,pulsa habis registrasi telp call center tp gagal pas password tlp cs ga kantor cabang ga ga solusi ken registrasi mbanking doang emang ya buat perintah ga yg bener
2023-10-10 10:41:41,1,"Untuk kaitkan dengan rekening kjp gmn caranya admin? Susah bgt aplikasinya, di hubungkan dengan rekening yg ada, malahan kaya buat rekening baru.",untuk kaitkan dengan rekening kjp gmn caranya admin susah bgt aplikasinya di hubungkan dengan rekening yg ada malahan kaya buat rekening baru,Negatif,kait rekening kjp gmn admin susah bgt aplikasi hubung rekening yg kaya rekening
2023-10-09 19:12:16,3,Tiga dulu .. tolong di perbiki lagi soalnya lemot apknya pqdahal sinyal bagus.. tolong di tingkatkan lagi ya demi kenyamanan pengguna..,tiga dulu tolong di perbiki lagi soalnya lemot apknya pqdahal sinyal bagus tolong di tingkatkan lagi ya demi kenyamanan pengguna,Negatif,tolong bik lot apknya pqdahal sinyal bagus tolong tingkat ya nyaman guna
2023-10-09 16:34:09,1,Aplikasi terburuk. Otp ga pernah keluar,aplikasi terburuk otp ga pernah keluar,Negatif,buruk otp ga
2023-10-09 16:27:14,1,"Ga jelas cuma gegara salah password 2x, user terkunci buat ngatasinnya gimana dah, ga ada panduan QnA nya solusi buat user terkunci nih di aplikasi",ga jelas cuma gegara salah password x user terkunci buat ngatasinnya gimana dah ga ada panduan qna nya solusi buat user terkunci nih di aplikasi,Negatif,ga gegara salah password x user kunci ngatasinnya gimana dah ga pandu qna solusi user kunci nih
2023-10-09 16:04:37,1,Bener2 cacat ! Sebenernya pengen bgt gak ngasih bintang sama sekali !!!,bener cacat sebenernya pengen bgt gak ngasih bintang sama sekali,Negatif,bener cacat sebenernya ken bgt gak ngasih bintang
2023-10-09 14:58:35,1,"Ini otp ga nyampe""...gw tungguin udh lama bgtt inii,ga ada solusi kah?",ini otp ga nyampe gw tungguin udh lama bgtt inii ga ada solusi kah,Negatif,otp ga nyampe gw tungguin udh bgtt ini ga solusi kah
2023-10-09 12:59:37,1,Aneh nih lelet banget ngatasin konsumen nya. Udh top up Jack card tpi saldonya nya gk nambah pdhl saldo udh terpotong... Tolong dong maximal kan layanan konsumen nya. Ini bukan bansos loh,aneh nih lelet banget ngatasin konsumen nya udh top up jack card tpi saldonya nya gk nambah pdhl saldo udh terpotong tolong dong maximal kan layanan konsumen nya ini bukan bansos loh,Negatif,aneh nih lelet banget ngatasin konsumen udh top up jack card tpi saldo gk nambah pdhl saldo udh potong tolong maximal layan konsumen bansos loh
2023-10-09 09:06:15,5,Mantap dah,mantap dah,Positif,mantap dah
2023-10-08 23:58:24,1,LOGIN SUSAH. SEKALI NYA LOGIN UDAH 3 NOMOR REKENING GAK JELAS. TOTAL 4 REKENING. TRANSAKSI KEBANYAKAN LOADING. MUTASI REKENING JARANG KELUAR. GAK MAMPU BAYAR TIM BUAT MAINTENANCE APLIKASI APA TIM MAINTENANCE NYA MOLOR DOANG. ???,login susah sekali nya login udah nomor rekening gak jelas total rekening transaksi kebanyakan loading mutasi rekening jarang keluar gak mampu bayar tim buat maintenance aplikasi apa tim maintenance nya molor doang,Negatif,login susah login udah nomor rekening gak total rekening transaksi banyak loading mutasi rekening jarang gak bayar tim maintenance tim maintenance molor doang
2023-10-08 20:32:25,3,Ini saya mau pindah device verifikasi selalu gagal padahal semua data sudah sesuai tolong follow up nya.,ini saya mau pindah device verifikasi selalu gagal padahal semua data sudah sesuai tolong follow up nya,Negatif,pindah device verifikasi gagal data sesuai tolong follow up
2023-10-08 11:59:36,1,Bi Fast sering hilang,bi fast sering hilang,Negatif,bi fast hilang
2023-10-07 23:08:24,1,"Tolong laaa perbaikin masalah networking, masa harus BANGET pke Wifi? Pake mobile data sendiri Lemot nauzubillah, giliran pake hotspot temen dengan provider yang sama LANCAR...",tolong laaa perbaikin masalah networking masa harus banget pke wifi pake mobile data sendiri lemot nauzubillah giliran pake hotspot temen dengan provider yang sama lancar,Negatif,tolong laaa perbaikin networking banget pke wifi pake data lot nauzubillah gilir pake hotspot temen provider lancar
2023-10-07 21:41:45,1,"JELEK BGT SIH NI APK ,GAJELAS BGT LOADING TERUS,KAPAN ADA PERBAIKAN NYA SIH?",jelek bgt sih ni apk gajelas bgt loading terus kapan ada perbaikan nya sih,Negatif,jelek bgt sih ni apk gajelas bgt loading baik sih
2023-10-07 21:27:34,2,Aplikasinya susah di buka. Pdahal jaringan bagus tapi tetep ngga bisa masuk... Mohon di perbaiki lagi biar kalo mau masuk tuh enak bos 🙏,aplikasinya susah di buka pdahal jaringan bagus tapi tetep ngga bisa masuk mohon di perbaiki lagi biar kalo mau masuk tuh enak bos,Negatif,aplikasi susah buka pdahal jaring bagus tetep ngga masuk mohon baik biar kalo masuk tuh enak bos
2023-10-07 19:49:53,1,ini kenapa tf via bi fast gak ada struk dan belum masuk udah gila ni jakone,ini kenapa tf via bi fast gak ada struk dan belum masuk udah gila ni jakone,Negatif,tf via bi fast gak struk masuk udah gila ni
2023-10-07 13:53:35,1,"Sangat Buruk sekali,,sudah tlpon customer Bank DKI jawabannya suruh pake wifi jawaban yg bodoh sekali menurut saya,bilang saja blm bisa bikin aplikasi gitu susah amat...",sangat buruk sekali sudah tlpon customer bank dki jawabannya suruh pake wifi jawaban yg bodoh sekali menurut saya bilang saja blm bisa bikin aplikasi gitu susah amat,Negatif,buruk tlpon customer jawab suruh pake wifi yg bodoh bilang blm bikin gitu susah
2023-10-06 23:08:13,1,Cek koneksi internet terus susah masuk nya,cek koneksi internet terus susah masuk nya,Negatif,cek koneksi internet susah masuk
2023-10-06 21:02:08,1,Makin lelet lola ga kebaca data sll error IT anak kmaren sore di pake,makin lelet lola ga kebaca data sll error it anak kmaren sore di pake,Negatif,lelet lola ga baca data sll error it anak kmaren sore pake
2023-10-06 10:54:50,3,"Aplikasi nya bagus, hanya saja setiap pertama membuka loding nya lama saat mau melakukan transaksi selalu lama loding, aplikasi juga menghabiskan koneksi internet.",aplikasi nya bagus hanya saja setiap pertama membuka loding nya lama saat mau melakukan transaksi selalu lama loding aplikasi juga menghabiskan koneksi internet,Negatif,bagus buka loding transaksi loding habis koneksi internet
2023-10-06 07:32:23,2,Balikin apk jackone yang lama dong .. Yang terbaru lemot bgtttttttt ... Tolong perbaiki lagi ya ...,balikin apk jackone yang lama dong yang terbaru lemot bgtttttttt tolong perbaiki lagi ya,Negatif,balikin apk jackone baru lot bgtttttttt tolong baik ya
2023-10-05 22:39:48,1,Lemot GK bisa di buka padahal sinyal bagus knpa sekarang skrang malah GK bisa di buka kecewa si,lemot gk bisa di buka padahal sinyal bagus knpa sekarang skrang malah gk bisa di buka kecewa si,Negatif,lot gk buka sinyal bagus knpa skrang gk buka kecewa si
2023-10-05 21:41:24,3,Cek saldo jack card muter mulu,cek saldo jack card muter mulu,Negatif,cek saldo jack card muter mulu
2023-10-05 19:23:44,1,Mau donlot gak bisa2... sekarang tambah ribet kayanya,mau donlot gak bisa sekarang tambah ribet kayanya,Negatif,donlot gak ribet kaya
2023-10-05 19:21:46,1,"Aplikasi nyusahin, pake bank DKI terpaksa gara gara gaji di tf ke sini, cacat!!!!",aplikasi nyusahin pake bank dki terpaksa gara gara gaji di tf ke sini cacat,Negatif,nyusahin pake paksa gara gara gaji tf cacat
2023-10-05 17:56:12,1,Ganguan mulu aplikasi tolol,ganguan mulu aplikasi tolol,Negatif,ganguan mulu tolol
2023-10-05 17:07:38,5,Kok ga bisa terbuka,kok ga bisa terbuka,Positif,ga buka
2023-10-05 11:53:12,3,Kode verifikasinya gk masuk di hp padahal pulsa masih ada 5rb,kode verifikasinya gk masuk di hp padahal pulsa masih ada rb,Negatif,kode verifikasi gk masuk hp pulsa rb
2023-10-05 06:43:54,1,Jelek . Mau login aja data tidak ditemukan terus,jelek mau login aja data tidak ditemukan terus,Negatif,jelek login aja data temu
